Index,Date,Hour,PMIS - Total Customer Throughput (Unadjusted),Week Number,Weekday
529,2015-05-23,21:00:00,140,21,Saturday
530,2015-05-24,11:00:00,57,21,Sunday
531,2015-05-24,12:00:00,86,21,Sunday
532,2015-05-24,14:00:00,78,21,Sunday
533,2015-05-24,15:00:00,88,21,Sunday
534,2015-05-24,19:00:00,152,21,Sunday
535,2015-05-24,20:00:00,57,21,Sunday
536,2015-05-25,11:00:00,138,22,Monday
537,2015-05-25,14:00:00,50,22,Monday
538,2015-05-25,15:00:00,140,22,Monday
539,2015-05-25,16:00:00,59,22,Monday
540,2015-05-25,20:00:00,44,22,Monday
541,2015-05-26,15:00:00,100,22,Tuesday
542,2015-05-27,15:00:00,216,22,Wednesday
543,2015-05-27,17:00:00,1,22,Wednesday
544,2015-05-27,19:00:00,198,22,Wednesday
545,2015-05-27,20:00:00,44,22,Wednesday
546,2015-05-28,10:00:00,156,22,Thursday
547,2015-05-28,15:00:00,73,22,Thursday
548,2015-05-28,19:00:00,47,22,Thursday
549,2015-05-28,21:00:00,20,22,Thursday
550,2015-05-29,11:00:00,119,22,Friday
551,2015-05-29,12:00:00,53,22,Friday
552,2015-05-29,14:00:00,68,22,Friday
553,2015-05-29,15:00:00,166,22,Friday
554,2015-05-29,19:00:00,190,22,Friday
555,2015-05-30,11:00:00,163,22,Saturday
556,2015-05-30,14:00:00,81,22,Saturday
557,2015-05-30,15:00:00,101,22,Saturday
558,2015-05-30,19:00:00,53,22,Saturday
559,2015-05-30,21:00:00,149,22,Saturday
560,2015-05-31,12:00:00,169,22,Sunday
561,2015-05-31,14:00:00,117,22,Sunday
562,2015-05-31,15:00:00,69,22,Sunday
563,2015-05-31,16:00:00,11,22,Sunday
564,2015-05-31,18:00:00,116,22,Sunday
565,2015-05-31,19:00:00,100,22,Sunday
566,2015-06-01,11:00:00,64,23,Monday
567,2015-06-01,12:00:00,104,23,Monday
568,2015-06-01,14:00:00,28,23,Monday
569,2015-06-01,15:00:00,121,23,Monday
